make_scenario_id,name,folder,status,trigger,schedule,systems_touched,sends_comms,runs_sampled,errors,error_rate_pct,last_run,last_error,last_error_msg,dlq,last_edited,webhook_url,calls_scenarios,recommendation,reason,gos_replacement,prerequisite_before_disable,risk_level,OWNER_DECISION,OWNER_NOTES
"430287","לקוחות עסקיים - פולואפים אוטומטיים במייל (גיבוי)","(no folder)","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail icount http","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430284","לקוחות עסקיים - תזכורת לקראת פעילות + תזכורות לתשלום (ישן)","(no folder)","inactive","pipedrive:ListDeals","{""time"":""20:30"",""type"":""daily""}","pipedrive airtable gmail bitly http","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430269","לקוחות עסקיים - תזכורת לקראת פעילות + תזכורות לתשלום (שבת - ערב)","(no folder)","inactive","pipedrive:ListDeals","{""time"":""20:30"",""type"":""daily""}","pipedrive airtable gmail whatsapp bitly","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430268","לקוחות עסקיים - תזכורת לתשלום ביום הפעילות עבור הלקוח + המדריך","(no folder)","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail icount whatsapp http","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430276","לקוחות פרטיים ועסקיים (לא סוכנויות ומפיקים) - מייל+וואטסאפ חודש אחרי פעילות","(no folder)","inactive","pipedrive:ListDeals","{""time"":""13:00"",""type"":""daily""}","pipedrive airtable gmail whatsapp","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430318","לקוחות פרטיים ועסקיים - מייל+וואטסאפ יומיים אחרי פעילות לאנשים נוספים שמילאו שאלון","(no folder)","inactive","gateway:CustomWebHook","{""time"":""16:00"",""type"":""immediately""}","pipedrive airtable gmail sheets whatsapp","YES","0","0","","","","","0","2022-10-31T12:02:41.762Z","https://hook.us1.make.com/19tu9f2fv5boa8vj9u1gvw9kvi5c3mkf","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430260","לקוחות פרטיים - מייל+וואטסאפ יומיים אחרי פעילות","(no folder)","inactive","pipedrive:ListDeals","{""time"":""16:00"",""type"":""daily""}","pipedrive airtable gmail woo whatsapp http","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","69hxwe4kn3f35ttqkj3ek257qc5kc7qj qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430280","מילוי טופס שיחת משוב בפורמס > עדכון לפייפדרייב רטרואקטיבי","(no folder)","inactive","google-sheets:filterRows","{""type"":""indefinitely"",""interval"":900}","pipedrive sheets","no","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"2580984"," סוכנויות ומפיקים - מייל שנה אחרי פעילות","(no folder)","inactive","pipedrive:ListDeals","{""time"":""13:00"",""type"":""daily""}","pipedrive http","YES","0","0","","","","","0","2024-06-13T12:18:21.024Z","","xgz3lsdayon0sgxjlui5aooh0lqnh82j bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430275","סיורים אתמול - העתקה לטבלת שיחות משוב באיירטייבל","(no folder)","inactive","pipedrive:ListDeals","{""time"":""02:00"",""type"":""daily""}","pipedrive airtable","no","0","0","","","","","0","2024-01-29T09:44:56.962Z","","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430304","סיורים מאתמול - הכנסת נתונים לגיליון נתונים יומיים ושליחה לאלינוי (גיבוי)","(no folder)","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive gmail sheets","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430303","סיורים מאתמול - הכנסת נתונים לקובץ חישוב שכר ושליחה לאלינוי (גיבוי)","(no folder)","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive gmail sheets","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430270","סיורים מאתמול - הכנסת נתונים לקובץ נתונים יומיים+שכר ושליחה לאלינוי (איחוד)","(no folder)","inactive+INVALID","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail sheets","YES","0","0","","","","","0","2022-11-02T10:06:25.835Z","","qyw6h317896t8zywhn3ih8txy7a8kwwb","NEEDS MANUAL REVIEW","Flagged isinvalid by Make (broken configuration). Inactive.","","Inspect in the Make UI to determine whether it was ever wanted.","P3 — legacy","",""
"2466375","עדכון דילים בלינק לסלקיה ללקוח - היסטורי","(no folder)","inactive","pipedrive:ListDeals","{""type"":""indefinitely"",""interval"":900}","pipedrive","no","0","0","","","","","0","2024-05-23T12:02:19.755Z","","zn5ol0fanfyhev5yq7luxxlnar8mas3d bpxeej2ojsw3t4syms2nfnhj68puoiu5 oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430255","רכישה מהאתר - בדיקה מול יומנים מרובים","(no folder)","inactive","woocommerce:GetOrder","{""time"":""11:47"",""type"":""daily""}","airtable calendar woo","no","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430313","רכישה מהאתר > מייל אישור > עדכון ליומן > הוצאת קבלה > עדכון לפייפדרייב","(no folder)","inactive","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail calendar drive woo icount whatsapp http","YES","0","0","","","","","0","2022-10-31T12:08:08.439Z","https://hook.us1.make.com/58iwdj1h2bhilviisv78si9ryxehol7r","ghjtyty8vdyjcbh886yap3jj0wqtg20w","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"612620","רכישה מהאתר > מייל אישור > עדכון ליומן > הוצאת קבלה > עדכון לפייפדרייב (גיבוי 12.1.23)","(no folder)","inactive","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail calendar drive woo icount whatsapp http","YES","0","0","","","","","0","2023-01-12T06:46:47.905Z","https://hook.us1.make.com/uiimcwn233tiytitkkqax2a3tah4up2b","ghjtyty8vdyjcbh886yap3jj0wqtg20w","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430281","שליחת לינקים אישיים לאנשי קשר תחת סוכנויות","(no folder)","inactive","pipedrive:GetPersons","{""type"":""indefinitely"",""interval"":900}","pipedrive gmail","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430283","תזכורות למדריכים לקראת פעילות (גיבוי)","(no folder)","inactive","pipedrive:ListDeals","{""time"":""09:00"",""type"":""daily""}","pipedrive airtable http","no","0","0","","","","","0","2022-10-19T05:17:26.725Z","","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430310","[1] מילוי טופס פנימי לקוחות עסקיים (או לקוח פרטי שצריך הצעה) > מעדכן פייפדרייב ושולח קריאה לוובהוק","ארכיון","inactive","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable bitly http","no","0","0","","","","","0","2024-01-29T09:41:35.336Z","https://hook.us1.make.com/f8y16vh2mo37mrbeikyi8trom4gadr39","8temuau6685t8be2nj3rhkglk1h3ehum","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430309","[2] דיל לקוחות עסקיים חדש (או לקוח פרטי שצריך הצעה) > שולח הצעת מחיר במייל+וואטסאפ עם קישור לטופס הזמנה ומעביר סטייג","ארכיון","inactive","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail icount whatsapp http","YES","0","0","","","","","0","2024-02-25T08:29:33.126Z","https://hook.us1.make.com/764jkrrf2k7z9wal3gq7dk7dsf5f68b1","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430319","Closed 5.2.24 - דיל לקוח עסקי הופך לוון > עדכון סטייג' > הוצאת חשבון עסקה ושליחה במייל > עדכון ביומן","ארכיון","inactive","gateway:CustomMailHook","{""type"":""immediately"",""interval"":900}","pipedrive airtable gmail calendar drive icount whatsapp http","YES","0","0","","","","","0","2024-02-05T08:14:39.623Z","u93iz17u61o1dxrlp7qdwxgv53iqscb6@hook.us1.make.com","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"619425","בדיקת כמות פעולות במייק מדי יום","ארכיון","inactive","util:SetVariable2","{""time"":""08:49"",""type"":""daily""}","whatsapp","YES","0","0","","","","","0","2023-01-16T13:18:50.930Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430236","בדיקת מזהי ארגונים בפייפדרייב","ארכיון","inactive","pipedrive:ListOrganizations","{""time"":""08:00"",""type"":""daily""}","pipedrive gmail","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430293","בכל 3 לחודש מושך נתוני סיורים מחודש קודם - הכנסת נתונים לגיליון נתונים מסכם","ארכיון","inactive","pipedrive:ListDeals","{""days"":[3],""time"":""08:00"",""type"":""monthly""}","pipedrive gmail sheets","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"526111","דו""ח יומי עסקאות והכנסות","ארכיון","inactive","pipedrive:ListDeals","{""type"":""indefinitely"",""interval"":900}","pipedrive","no","0","0","","","","","0","2022-12-04T11:50:27.641Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430328","טופס פאנזינג שולח הודעת וואטסאפ","ארכיון","inactive","gateway:CustomWebHook","{""type"":""immediately""}","whatsapp","YES","0","0","","","","","0","2022-10-31T11:47:55.498Z","https://hook.us1.make.com/jiwjnghbrrpwed6muy2vzf1mjg0likla","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430355","יצירת קישורים מקוצרים לסוכנויות/חברות הפקה חדשות-כובה על ידי גל ב21.5.25","ארכיון","inactive","pipedrive:NewOrganizationEvent","{""type"":""immediately""}","pipedrive bitly","no","0","0","","","","","0","2025-05-21T06:27:32.872Z","https://hook.us1.make.com/goqxa9don45pd1z6f90nf8b5qv2ukao8","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430264","יצירת שאלון לקראת פעילות לסיורים בשבוע הקרוב - OFF","ארכיון","inactive+INVALID","pipedrive:ListDeals","{""time"":""10:00"",""type"":""daily""}","pipedrive airtable sheets drive","no","0","0","","","","","0","2026-01-28T17:48:31.556Z","","","NEEDS MANUAL REVIEW","Flagged isinvalid by Make (broken configuration). Inactive.","","Inspect in the Make UI to determine whether it was ever wanted.","P3 — legacy","",""
"430336","כפתור שליחת מיילים מיידיים לסוכנים/מפיקים - נסגר ב-26.3.24","ארכיון","inactive","gateway:CustomMailHook","{""type"":""immediately""}","pipedrive airtable gmail","YES","0","0","","","","","0","2024-03-26T09:36:04.114Z","71iaiwnpa2a7d4c3wgni9vrrl2r7gj1q@hook.us1.make.com","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430286","לקוחות עסקיים - יום אחרי פעילות העברה לפייפליין גבייה + מייל סיכום פעילות (גיבוי)","ארכיון","inactive","pipedrive:ListDeals","{""time"":""16:00"",""type"":""daily""}","pipedrive airtable gmail woo http","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","69hxwe4kn3f35ttqkj3ek257qc5kc7qj hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430263","לקוחות עסקיים - פולואפים אוטומטיים במייל OFFFF","ארכיון","inactive","pipedrive:ListDeals","{""time"":""10:00"",""type"":""daily""}","pipedrive airtable gmail icount http","YES","0","0","","","","","0","2024-09-22T12:38:10.386Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430298","לקוחות עסקיים - תזכורת לקראת פעילות (גיבוי)","ארכיון","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail bitly","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430257","לקוחות עסקיים - תזכורת לקראת פעילות + תזכורות לתשלום (ימות השבוע - בוקר)","ארכיון","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail whatsapp bitly","YES","0","0","","","","","0","2023-06-13T08:16:26.885Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430290","לקוחות עסקיים - תזכורת לקראת פעילות + תזכורות לתשלום (ימות השבוע - בוקר) (wassenger)","ארכיון","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive gmail icount whatsapp http","YES","0","0","","","","","0","2026-02-15T15:06:46.714Z","","xgz3lsdayon0sgxjlui5aooh0lqnh82j bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430348","לקוחות פרטיים - שליחת וואטסאפ מיידי OFF","ארכיון","inactive","gateway:CustomMailHook","{""time"":""09:00"",""type"":""immediately""}","pipedrive airtable whatsapp","YES","0","0","","","","","0","2024-09-23T15:18:30.873Z","leckxboucjtjis7rf3xcvnc8jlpxtkkd@hook.us1.make.com","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430277","לקוחות פרטיים - תזכורות לקראת פעילות","ארכיון","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail whatsapp bitly","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430278","נסגר לבקשת אלינוי - 1.2.24בדיקת סיורים קרובים - אם לא מופיע שיבוץ מדריך בפייפדרייב","ארכיון","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive gmail","YES","0","0","","","","","0","2023-05-14T12:16:02.923Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"1889735","נסגר לבקשת אלינוי 14.2.24 -אקטיבטי שיבוץ מדריך","ארכיון","inactive","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive","no","0","0","","","","","0","2024-01-21T07:39:47.707Z","https://hook.us1.make.com/e16fwqygfr8kv5btc9yh13e9g4vk4ojw","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430294","סוכנויות ומפיקים - מייל שבוע אחרי פעילות עם קישור לטופס הזמנה חוזרת- OFF ON PURPOSE 20/7/25","ארכיון","inactive","pipedrive:ListDeals","{""time"":""08:00"",""type"":""daily""}","pipedrive airtable gmail","YES","0","0","","","","","0","2025-07-20T07:23:25.021Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430250","עדכון מקור בשדה חדש","ארכיון","inactive","pipedrive:ListDeals","{""type"":""indefinitely"",""interval"":900}","pipedrive sheets","no","0","0","","","","","0","2022-10-19T05:17:26.725Z","","","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430259","עובר כל יום על השיבוצים ביומן ומעדכן לפייפדרייב ולאיירטייבל","ארכיון","inactive","airtable:ActionSearchRecords","{""time"":""01:00"",""type"":""daily""}","pipedrive airtable calendar","no","0","0","","","","","0","2024-01-29T09:45:11.121Z","","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430252","שליחת וואטסאפ חד פעמי - מצב בטחוני","ארכיון","inactive","pipedrive:ListDeals","{""type"":""indefinitely"",""interval"":900}","pipedrive whatsapp","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","hu5r0ix1jlwcj8bi2gq6mtsf9ennq1h8 8l77g8t16kai5onbgy16zumuhp9c4t2c","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430296","תזכורות למדריכים יום אחרי פעילות","ארכיון","inactive","pipedrive:ListDeals","{""time"":""09:00"",""type"":""daily""}","pipedrive airtable whatsapp","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"430272","תזכורות למדריכים לקראת פעילות","ארכיון","inactive","pipedrive:ListDeals","{""time"":""09:00"",""type"":""daily""}","pipedrive airtable whatsapp","YES","0","0","","","","","0","2022-10-19T05:17:26.725Z","","qyw6h317896t8zywhn3ih8txy7a8kwwb","ALREADY OBSOLETE","Inactive; no retained execution history.","","None — already off. Confirm no scenario chains into it before deleting.","P3 — legacy","",""
"889158","לאנדוליני לקוח - מילוי טופס הרשמה לסיור u88fvsgtaqhk5qgdh9fpy8oalwc95vty","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail calendar whatsapp http","YES","50","0","0","2026-07-31T05:22:38.234Z","","","0","2026-03-23T14:48:41.523Z","https://hook.us1.make.com/u88fvsgtaqhk5qgdh9fpy8oalwc95vty","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Confirmation Email module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P1","",""
"889252","פתח תיקיה בגוגל דרייב","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable drive","no","50","0","0","2026-07-31T05:22:04.302Z","","","0","2025-08-25T09:31:41.889Z","https://hook.us1.make.com/b2gdbr2omch67rs6sspq3ll48cmj55ai","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","GOS Files / Tour Gallery","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"1015939","שליחת וואצאפ חוגגים סגירות אחרי וון","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail whatsapp","YES","50","0","0","2026-07-30T10:40:37.089Z","","","0","2026-05-06T15:52:46.425Z","https://hook.us1.make.com/wxj8mhklqrj4ljkepwvrieto4nknft5t","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Admin Report #26 (deal WON)","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"1651940","שליחת מסר לאחר WON p7agxxa1tqont84rumkfu3jgql6tuoix","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive http","no","50","0","0","2026-07-30T10:40:36.767Z","","","0","2026-02-26T16:21:02.504Z","https://hook.us1.make.com/p7agxxa1tqont84rumkfu3jgql6tuoix","xgz3lsdayon0sgxjlui5aooh0lqnh82j bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","Admin Report #26 + Confirmation Email module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P2","",""
"1889926","הוצאת חשבונית עסקה לאחר סגירה","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable icount http","no","48","0","0","2026-07-31T05:26:55.045Z","","","1","2026-05-19T05:56:43.494Z","https://hook.us1.make.com/g1bx3ntjtq6cgylck6yn2fomxqp9rdvh","bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","Native iCount module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P1","",""
"965408","עדכון בדיל טופס הרשמה לסיור  e3wey951dfxns5fdm2at7yvs11k8tkmp","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","pipedrive airtable gmail http","YES","48","2","4","2026-07-31T05:22:07.118Z","2026-07-14T13:00:34.399Z","429: daily request budget exceeded (Please check developers.pipedrive.com)","0","2026-04-27T06:04:20.076Z","https://hook.us1.make.com/e3wey951dfxns5fdm2at7yvs11k8tkmp","u88fvsgtaqhk5qgdh9fpy8oalwc95vty e3wey951dfxns5fdm2at7yvs11k8tkmp bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Confirmation Email module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P1","",""
"4602660","הוצאת חשבונית עסקה לאחר סגירה 2","דיל עבר לוון","active (live)","scenario-service:StartSubscenario","{""type"":""on-demand""}","airtable gmail","YES","37","1","3","2026-07-28T14:55:39.810Z","2026-07-15T08:00:38.309Z","Validation failed for 1 parameter(s).","0","2026-03-12T09:39:35.764Z","","","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Native iCount module","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P1","",""
"1899057","עדכון שולם מהפייפ לאיירטייבל","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately""}","airtable","no","30","0","0","2026-08-02T07:10:18.535Z","","","0","2024-01-29T09:45:08.887Z","https://hook.us1.make.com/p3z6x7qhga8ggjh0s8i89omab38ty4dm","","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live.","GOS payment state (Airtable retired)","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P3","",""
"440477","רכישה מהאתר > מייל אישור > עדכון ליומן > הוצאת קבלה > עדכון לפייפדרייב","דיל עבר לוון","active (live)","gateway:CustomWebHook","{""type"":""immediately"",""maximum_runs_per_minute"":null}","pipedrive airtable gmail calendar woo icount http","YES","27","0","0","2026-07-30T10:39:56.359Z","","","0","2026-05-06T10:19:25.801Z","https://hook.us1.make.com/bnpdlb34o6ryov1v1utl817q693jw98y","ghjtyty8vdyjcbh886yap3jj0wqtg20w bpxeej2ojsw3t4syms2nfnhj68puoiu5 zn5ol0fanfyhev5yq7luxxlnar8mas3d oln3w9tk9477x05vaquyy4yplyarc142","KEEP TEMPORARILY","Live, and duplicated by a GOS surface that is also live — double-send risk to a real recipient.","Confirmation Email + Calendar sync + iCount + ingress","Verify GOS-side parity (recipients + content), then disable one at a time per Phase 1 and watch 48h.","P1","",""
